id,restaurant_name,rating,number_of_ratings,delivery_fee,full_address,lat,lng,prague_municipal_district,url
803,sushitime-cz-sokolovska,91.0,339,50 Kč až 60 Kč,"Sokolovská 115, Praha 8 18000",50.0987006,14.467148,8,https://www.damejidlo.cz/sushitime-cz-sokolovska
804,susirna,-1.0,0,69 Kč (zdarma od 1 000 Kč),"Veletržní 404/6, Praha 7 17000",50.1026768,14.4353773,7,https://www.damejidlo.cz/susirna
805,sweet-pepper-days,95.0,9,49 Kč (zdarma od 1 000 Kč),"Anglická 390/19, Praha 2 12000",50.07651629999999,14.4339083,2,https://www.damejidlo.cz/sweet-pepper-days
806,sweet-caribbean,-1.0,0,49 Kč,"Jurkovičova 34, Praha 11 14900",50.0266853,14.5340712,11,https://www.damejidlo.cz/sweet-caribbean
807,satlava-praha,86.0,6,49 Kč (zdarma od 700 Kč),"Blattného 2343/13, Praha 5 15000",50.0535831,14.3427877,5,https://www.damejidlo.cz/satlava-praha
808,senkovna,-1.0,0,29 Kč (zdarma od 500 Kč),"Sokolská 60, Praha 2 12000",50.0763159,14.4291703,2,https://www.damejidlo.cz/senkovna
809,stastna-krava,-1.0,0,49 Kč (zdarma od 700 Kč),"Volutová 2522/16, Praha 5 15000",50.0501443,14.3370251,5,https://www.damejidlo.cz/stastna-krava
810,svejk-restaurant-hostinec-u-kalicha,-1.0,0,29 Kč (zdarma od 700 Kč),"Na Bojišti 12, Praha 2 12000",50.0735278,14.4281071,2,https://www.damejidlo.cz/svejk-restaurant-hostinec-u-kalicha
811,svejk-u-vasatku,66.0,6,49 Kč,"Vašátkova 1024, Praha 14-Černý Most 19800",50.1034085,14.5712064,14,https://www.damejidlo.cz/svejk-u-vasatku
812,tgi-fridays-smichov,84.0,48,29 Kč (zdarma od 600 Kč),"Nádražní 110, Praha 5 15000",50.0703591,14.4051129,5,https://www.damejidlo.cz/tgi-fridays-smichov
813,tgi-fridays,-1.0,0,29 Kč (zdarma od 600 Kč),"Na Příkopě 27, Praha 1 11000",50.0860947,14.4265604,1,https://www.damejidlo.cz/tgi-fridays
814,taaj-kebab,60.0,5,29 Kč (zdarma od 1 000 Kč),"Nádražní 9b, Praha 5 15000",50.0666731,14.4068879,5,https://www.damejidlo.cz/taaj-kebab
815,taj-mahal-express,95.0,85,zdarma až 120 Kč,"Mozartova 10, Praha 5 15000",50.0713993,14.3963481,5,https://www.damejidlo.cz/taj-mahal-express
816,tankovna-karlin,85.0,8,29 Kč,"Sokolovská 100/94, Praha 8 18000",50.0935014,14.4524318,8,https://www.damejidlo.cz/tankovna-karlin
817,tankovna-palmovka,89.0,15,29 Kč,"Zenklova 454/36, Praha 8 18000",50.10569599999999,14.4730243,8,https://www.damejidlo.cz/tankovna-palmovka
818,tankovna-velka-ohrada,84.0,13,59 Kč (zdarma od 1 000 Kč),"Bašteckého 1, Praha 5 15000",50.0378621,14.3375038,5,https://www.damejidlo.cz/tankovna-velka-ohrada
819,tashkent-kebab-praha-7,82.0,146,25 Kč,"U Santošky 835/8, Praha 5 15000",50.0669266,14.3995619,5,https://www.damejidlo.cz/tashkent-kebab-praha-7
820,tasty-doner-kebab-pizza,87.0,47,29 Kč (zdarma od 700 Kč),"Milady Horákové 395/35, Praha 17000",50.0995152,14.4285552,17000,https://www.damejidlo.cz/tasty-doner-kebab-pizza
821,tasty-food-praha,86.0,84,0 Kč,"Husitská 73/37, Praha 3 13000",50.0869142,14.44902,3,https://www.damejidlo.cz/tasty-food-praha
822,telepizza-pizza-konevova,90.0,424,zdarma,"Koněvova 251, Praha 3 13000",50.0921664,14.4969775,3,https://www.damejidlo.cz/telepizza-pizza-konevova
823,telepizza-pizza-vysehradska,88.0,187,0 Kč,"Vyšehradská 13, Praha 2 12800",50.0689089,14.4171947,2,https://www.damejidlo.cz/telepizza-pizza-vysehradska
824,thai-vietnam-food,84.0,10,49 Kč,"Za Valem 1375/7, Praha 4 14000",50.020833,14.4656966,4,https://www.damejidlo.cz/thai-vietnam-food
825,thai-chefs,-1.0,0,29 Kč (zdarma od 700 Kč),"Na Bělidle 19, Praha 5 15000",50.07177679999999,14.406988,5,https://www.damejidlo.cz/thai-chefs
826,thajska-restaurace-norska,91.0,151,69 Kč,"Norská 14, Praha 10 10000",50.0718974,14.4555555,10,https://www.damejidlo.cz/thajska-restaurace-norska
827,the-donut-ii,-1.0,0,49 Kč (zdarma od 700 Kč),"Radlická 26, Praha 5 15000",50.0682596,14.4020449,5,https://www.damejidlo.cz/the-donut-ii
828,the-burg,87.0,125,zdarma až 49 Kč,"Osamocená 428/8, Praha 6 16000",50.0938944,14.3336127,6,https://www.damejidlo.cz/the-burg
829,the-craft,78.0,13,29 Kč (zdarma od 700 Kč),"Námětí Míru 4, Praha 2 12000",50.07618249999999,14.435825,2,https://www.damejidlo.cz/the-craft
830,the-donut-night,-1.0,0,49 Kč,"Urugvajská 6, Praha 2 12000",50.073111,14.4368527,2,https://www.damejidlo.cz/the-donut-night
831,the-farmer-s-market-bar-grill,-1.0,0,29 Kč (zdarma od 700 Kč),"Lucemburska 46, Praha 3 13000",50.0794138,14.4596339,3,https://www.damejidlo.cz/the-farmer-s-market-bar-grill
832,the-londoners,-1.0,0,29 Kč (zdarma od 700 Kč),"Štěpánská 23, Praha 11000",50.0777048,14.4249126,11000,https://www.damejidlo.cz/the-londoners
833,the-pub-chodov,-1.0,0,29 Kč (zdarma od 700 Kč),"Roztylská 2321/19, Praha 14800",50.0320692,14.4909962,14800,https://www.damejidlo.cz/the-pub-chodov
834,the-pub-nove-butovice,-1.0,0,29 Kč (zdarma od 700 Kč),"Bucharova 2817/9, Praha 13 15800",50.0513589,14.3514067,13,https://www.damejidlo.cz/the-pub-nove-butovice
835,tierra-tizoc,64.0,25,49 Kč,"U dejvického rybníčku 22, Praha 6 16000",50.0971059,14.3705592,6,https://www.damejidlo.cz/tierra-tizoc
836,tobiko-chabry,-1.0,0,zdarma,"K Ďáblicům 1171, Praha 18400",50.146364,14.451302,18400,https://www.damejidlo.cz/tobiko-chabry
837,tobiko,76.0,12,0 Kč,"Vinohradská 6, Praha 2 12000",50.0789221,14.433194,2,https://www.damejidlo.cz/tobiko
838,tom-jerry,-1.0,0,29 Kč (zdarma od 700 Kč),"Branická 152/67, Praha 4 14700",50.0356828,14.4142116,4,https://www.damejidlo.cz/tom-jerry
839,toms-burger-oc-chodov,83.0,26,29 Kč (zdarma od 700 Kč),"Roztylská 2321/19, Praha 4 14800",50.0320692,14.4909962,4,https://www.damejidlo.cz/toms-burger-oc-chodov
840,tom-s-burger-praha2,52.0,5,29 Kč (zdarma od 700 Kč),"Anny Letenské 16, Praha 2 12000",50.0785016,14.4384058,2,https://www.damejidlo.cz/tom-s-burger-praha2
841,topo-maschio,,,,,,,,https://www.damejidlo.cz/topo-maschio
842,traditional-soft-drinks-prosek,-1.0,0,49 Kč,"Zakšínská 11, Praha 9 19000",50.1301893,14.4946871,9,https://www.damejidlo.cz/traditional-soft-drinks-prosek
843,trattoria-famiglia,86.0,129,zdarma,"Na Hlavní 2, Praha 8 18000",50.163041,14.4837993,8,https://www.damejidlo.cz/trattoria-famiglia
844,tre-xanh-restaurant,81.0,33,29 Kč,"Koubkova 8, Praha 2 12000",50.0720644,14.432238,2,https://www.damejidlo.cz/tre-xanh-restaurant
845,treviso,97.0,76,zdarma,"Bellova 56, Praha 10 - Petrovice 10900",50.0352683,14.5573936,10,https://www.damejidlo.cz/treviso
846,u-balouna,87.0,28,29 Kč (zdarma od 700 Kč),"Václavské náměstí 781/20, Praha 1 11000",50.0827537,14.4246419,1,https://www.damejidlo.cz/u-balouna
847,u-bileho-lva,,,,,,,,https://www.damejidlo.cz/u-bileho-lva
848,u-boofiho,-1.0,0,29 Kč (zdarma od 700 Kč),"Volutová 2524/12, Praha 15800",50.0502705,14.3384142,15800,https://www.damejidlo.cz/u-boofiho
849,u-certika,80.0,10,,"U Kamýku 870/2, Praha 4 14000",50.017034,14.4359932,4,https://www.damejidlo.cz/u-certika
850,u-certika-repy,82.0,14,59 Kč (zdarma od 600 Kč),"Makovského 1177/1, Praha 6 16000",50.0631672,14.3104647,6,https://www.damejidlo.cz/u-certika-repy
851,u-ceskeho-lva,80.0,16,29 Kč (zdarma od 700 Kč),"Sokolovská 41/7, Praha 8 18000",50.09141959999999,14.4391692,8,https://www.damejidlo.cz/u-ceskeho-lva
852,u-dvou-smrku,92.0,10,49 Kč,"Nademlejnská 600/1, Praha 9 19800",50.1018524,14.5279686,9,https://www.damejidlo.cz/u-dvou-smrku
853,u-klokone,84.0,28,29 Kč (zdarma od 600 Kč),"28.pluku 1, Praha 10 10000",50.0716127,14.467694,10,https://www.damejidlo.cz/u-klokone
854,u-kormidla,76.0,10,29 Kč (zdarma od 700 Kč),"Starostrašnická 584/52, Praha 10 10000",50.0753766,14.4900533,10,https://www.damejidlo.cz/u-kormidla
855,u-kubicku,84.0,99,59 Kč až 149 Kč,"U Berounky 420, Praha – Lipence 15000",49.952196,14.336779,,https://www.damejidlo.cz/u-kubicku
856,u-me-dobry,-1.0,0,29 Kč (zdarma od 700 Kč),"Čs. Armády 276/3, Praha 6 16000",50.09962360000001,14.404603,6,https://www.damejidlo.cz/u-me-dobry
857,u-ryby,88.0,32,,"Libušská 115/400, Praha 4 14200",50.0026892,14.4649249,4,https://www.damejidlo.cz/u-ryby
858,u-sadu,86.0,316,60 Kč (zdarma od 2 000 Kč),"Škroupovo náměstí 5, Praha 3 13000",50.0807812,14.4490046,3,https://www.damejidlo.cz/u-sadu
859,u-sotonu-ii,,,,,,,,https://www.damejidlo.cz/u-sotonu-ii
860,u-senkyru2,82.0,18,49 Kč (zdarma od 700 Kč),"Park Přátelství 816, Praha 9-Prosek 19000",50.12137,14.4969882,9,https://www.damejidlo.cz/u-senkyru2
861,u-zlate-cihly,,,,,,,,https://www.damejidlo.cz/u-zlate-cihly
862,u-zrcadla,60.0,5,29 Kč (zdarma od 700 Kč),"Úvoz 22, Praha 1 11000",50.0884228,14.3950758,1,https://www.damejidlo.cz/u-zrcadla
863,u-ztracenejch,81.0,145,29 Kč (zdarma od 700 Kč),"Michelská 711/57, Praha 4 14000",50.050462,14.4588805,4,https://www.damejidlo.cz/u-ztracenejch
864,u-ztracenejchii,78.0,60,39 Kč až 59 Kč,"Michelská 711/57, Praha 4 14000",50.050462,14.4588805,4,https://www.damejidlo.cz/u-ztracenejchii
865,ugo-salaterie-karlin,-1.0,0,29 Kč (zdarma od 700 Kč),"Thámova 681/32, Praha 8-Karlín 18600",50.0939253,14.4517953,8,https://www.damejidlo.cz/ugo-salaterie-karlin
866,umami-sushi,86.0,21,29 Kč,"Na příkopě 19, Praha 1 11000",50.08557039999999,14.4256937,1,https://www.damejidlo.cz/umami-sushi
867,una-bella-canzone,90.0,148,zdarma,"Eliášova 331/7, Praha 6 16000",50.09858380000001,14.4016794,6,https://www.damejidlo.cz/una-bella-canzone
868,usedlost-ladronka,98.0,58,zdarma (zdarma od 1 000 Kč),"Tomanova 1/1028, Praha 16900",50.0787136,14.3567321,16900,https://www.damejidlo.cz/usedlost-ladronka
869,princes-kebab,71.0,7,29 Kč (zdarma od 700 Kč),"Koněvova 945/75, Praha 3 13000",50.0893161,14.4625296,3,https://www.damejidlo.cz/princes-kebab
870,veganska-a-raw-restaurace-plevel,,,,,,,,https://www.damejidlo.cz/veganska-a-raw-restaurace-plevel
871,veganska-restaurace-u-zelenina,98.0,22,29 Kč (zdarma od 700 Kč),"Jeronýmova 4, Praha 3 13000",50.0863573,14.4485072,3,https://www.damejidlo.cz/veganska-restaurace-u-zelenina
872,vegebistro-waipawa,92.0,15,30 Kč,"Kodaňská 651/22, Praha 10 10100",50.0707484,14.4583722,10,https://www.damejidlo.cz/vegebistro-waipawa
873,vegg-go-flora-1,88.0,10,29 Kč (zdarma od 1 000 Kč),"Vinohradská 2828/151, Praha 3 13000",50.0781362,14.4614033,3,https://www.damejidlo.cz/vegg-go-flora-1
874,vegg-go-harfa,84.0,10,29 Kč (zdarma od 450 Kč),"Českomoravská 2420/15a, Praha 9-Libeň 19000",50.10382449999999,14.4912498,9,https://www.damejidlo.cz/vegg-go-harfa
875,vegg-go-chodov,-1.0,0,49 Kč (zdarma od 450 Kč),"Roztylská 2321/19, Praha 4 14800",50.0320692,14.4909962,4,https://www.damejidlo.cz/vegg-go-chodov
876,vegg-go-praha2,92.0,22,29 Kč (zdarma od 450 Kč),"Náměstí Míru 1221/4, Praha 2 12000",50.07618249999999,14.435825,2,https://www.damejidlo.cz/vegg-go-praha2
877,vegg-go-smichov,88.0,25,29 Kč (zdarma od 450 Kč),"Plzeňská 8, Praha 5 15000",50.0729376,14.4023466,5,https://www.damejidlo.cz/vegg-go-smichov
878,vegyne,-1.0,0,49 Kč,"Národní obrany 718/22, Praha 16000",50.1015976,14.3978465,16000,https://www.damejidlo.cz/vegyne
879,via-italia-praha,87.0,77,49 Kč,"Milady Horákové 815/42, Praha 7 17000",50.0999799,14.4270744,7,https://www.damejidlo.cz/via-italia-praha
880,pho-viet,86.0,52,39 Kč až 49 Kč (zdarma od 700 Kč),"Jaromírova 14, Praha 2 12000",50.0649084,14.4271783,2,https://www.damejidlo.cz/pho-viet
881,vietnamska-bageterie-anbi,-1.0,0,29 Kč (zdarma od 700 Kč),"Zenklova 15, Praha 8 18000",50.1042606,14.4730099,8,https://www.damejidlo.cz/vietnamska-bageterie-anbi
882,vietnamska-restaurace-koriandr,-1.0,0,29 Kč (zdarma od 700 Kč),"Počernická 473/81, Praha 10 10000",50.083232,14.5064188,10,https://www.damejidlo.cz/vietnamska-restaurace-koriandr
883,vietnamske-bistro,84.0,18,49 Kč (zdarma od 700 Kč),"Bucharova 2641/14, Praha 5 15000",50.0515188,14.3521567,5,https://www.damejidlo.cz/vietnamske-bistro
884,vino-clv,-1.0,0,49 Kč (zdarma od 500 Kč),"Klapkova 124/10, Praha 8 18200",50.1225751,14.4560562,8,https://www.damejidlo.cz/vino-clv
885,vinoteka-andre,-1.0,0,49 Kč (zdarma od 700 Kč),"Petržílkova 2589/19, Praha 5 15000",50.0505249,14.3431939,5,https://www.damejidlo.cz/vinoteka-andre
886,vinoteka-mala-morava,-1.0,0,29 Kč (zdarma od 700 Kč),"Jana Masaryka 265/58, Praha 2 12000",50.0728403,14.4415363,2,https://www.damejidlo.cz/vinoteka-mala-morava
887,vinoteka-vinohradska,,,,,,,,https://www.damejidlo.cz/vinoteka-vinohradska
888,violete,90.0,161,zdarma až 29 Kč,"Bobkova 787/6, Praha 9 19800",50.1064292,14.5797099,9,https://www.damejidlo.cz/violete
889,violete-pizzerie-ristorante,89.0,47,zdarma až 29 Kč,"Pod Harfou 938/40, Praha 9 19000",50.1037833,14.5098211,9,https://www.damejidlo.cz/violete-pizzerie-ristorante
890,voltur-food-drink,74.0,76,zdarma až 59 Kč,"K Ďáblicům 1117/1, Praha 8 18400",50.1461242,14.4514801,8,https://www.damejidlo.cz/voltur-food-drink
891,vozovna-bistro,60.0,6,29 Kč (zdarma od 700 Kč),"Starostrašnická 58, Praha 10 10800",50.0760902,14.4896941,10,https://www.damejidlo.cz/vozovna-bistro
892,walter-s-food,84.0,71,zdarma až 150 Kč,"Butovická 44/70, Praha 5 15000",50.0526628,14.3596535,5,https://www.damejidlo.cz/walter-s-food
893,wan-fu-lou,68.0,5,49 Kč (zdarma od 700 Kč),"Jeremiášova 1249/7, Praha 5 15500",50.0416366,14.3154017,5,https://www.damejidlo.cz/wan-fu-lou
894,wasabi-sushi,81.0,273,0 Kč,"V Jámě 1371/8, Praha 1 11000",50.0799899,14.4248414,1,https://www.damejidlo.cz/wasabi-sushi
895,white-and-crispy,,,,,,,,https://www.damejidlo.cz/white-and-crispy
896,white-and-crispy-zizkov,,,,,,,,https://www.damejidlo.cz/white-and-crispy-zizkov
897,wine-cellar,-1.0,0,49 Kč (zdarma od 500 Kč),"Čumpelíkova 13, Praha 8 18000",50.1275848,14.4601791,8,https://www.damejidlo.cz/wine-cellar
898,winghaus,79.0,123,79 Kč,"Vinohradská 1215/32, Praha 2 12000",50.0775517,14.4380304,2,https://www.damejidlo.cz/winghaus
899,wings-point,76.0,72,49 Kč,"milady horákové 41, Praha 7 17000",50.0995948,14.4280267,7,https://www.damejidlo.cz/wings-point
900,woker,88.0,35,49 Kč (zdarma od 500 Kč),"Urxova 436/10, Praha 8 18600",50.09504889999999,14.4576433,8,https://www.damejidlo.cz/woker
901,wrap-roll,60.0,10,29 Kč (zdarma od 700 Kč),"Havlíčkova 1014/2, Praha 11000",50.0874628,14.4326981,11000,https://www.damejidlo.cz/wrap-roll
902,x-bowling-zizkov,,,,,,,,https://www.damejidlo.cz/x-bowling-zizkov
903,yam-yam-cerny-most,86.0,58,zdarma až 60 Kč,"Bryksova 818/48, Praha 14 19800",50.1084097,14.5798592,14,https://www.damejidlo.cz/yam-yam-cerny-most
904,yam-yam-jankovcova,87.0,440,zdarma až 95 Kč,"Jankovcova 18, Praha 7 17000",50.1105294,14.4507429,7,https://www.damejidlo.cz/yam-yam-jankovcova
905,yam-yam-turbo,84.0,189,29 Kč,"Kongresová 1, Praha 4 14000",50.0627877,14.432054,4,https://www.damejidlo.cz/yam-yam-turbo
906,yam-yam-turboii,84.0,44,zdarma až 75 Kč,"Jankovcova 18, Praha 7 17000",50.1105294,14.4507429,7,https://www.damejidlo.cz/yam-yam-turboii
907,yam-yam-vysehrad,86.0,718,29 Kč,"Kongresová 1, Praha 4 14000",50.0627877,14.432054,4,https://www.damejidlo.cz/yam-yam-vysehrad
908,yobar-galerie-harfa,,,,,,,,https://www.damejidlo.cz/yobar-galerie-harfa
909,yu-xiang-lou,89.0,103,29 Kč,"Na Hrázi 202/9, Praha 8 - Libeň 18000",50.1052632,14.4740869,8,https://www.damejidlo.cz/yu-xiang-lou
910,yum-snack,,,,,,,,https://www.damejidlo.cz/yum-snack
911,yumitime,94.0,238,49 Kč až 69 Kč,"Prusíkova 2577/16, Praha 15500",50.0380458,14.3384908,15500,https://www.damejidlo.cz/yumitime
912,zariva-perla,60.0,5,49 Kč (zdarma od 700 Kč),"Švehlova 1391/32, Praha 10 - Hostivař 10200",50.0532812,14.5171881,10,https://www.damejidlo.cz/zariva-perla
913,zariva-perla-vinohrady,76.0,19,29 Kč (zdarma od 500 Kč),"Slezská 16, Praha 2 12000",50.07609720000001,14.441066,2,https://www.damejidlo.cz/zariva-perla-vinohrady
914,zbraslavska-jidelna,80.0,10,59 Kč až 149 Kč,"Zbraslavské nám. 462, Praha 15600",49.9757105,14.3938237,15600,https://www.damejidlo.cz/zbraslavska-jidelna
915,zelena-zahrada,77.0,14,29 Kč (zdarma od 1 000 Kč),"Šmilovského 12, Praha 2 12000",50.0707625,14.4428523,2,https://www.damejidlo.cz/zelena-zahrada
916,su-moo,85.0,170,29 Kč,"Kongresová 1, Praha 4 14000",50.0627877,14.432054,4,https://www.damejidlo.cz/su-moo
917,su-mooii,84.0,51,zdarma až 95 Kč,"Jankovcova 18, Praha 7 17000",50.1105294,14.4507429,7,https://www.damejidlo.cz/su-mooii
918,zebirkov-i,87.0,99,79 Kč,"Srbínská 4, Praha 10 10000",50.0684216,14.4942545,10,https://www.damejidlo.cz/zebirkov-i
919,zebirkov-nocni,-1.0,0,129 Kč,"Srbínská 4, Praha 10 10000",50.0684216,14.4942545,10,https://www.damejidlo.cz/zebirkov-nocni
920,zizkovsky-restaurant-olse,88.0,47,29 Kč (zdarma od 700 Kč),"táboritská 26/17, Praha 3 13000",50.08231550000001,14.4580826,3,https://www.damejidlo.cz/zizkovsky-restaurant-olse
