id,restaurant_name,rating,number_of_ratings,delivery_fee,full_address,lat,lng,prague_municipal_district,url
321,restaurace-kolkovna-olympia,86.0,29,19 Kč (zdarma od 800 Kč),"Vítězná 7, Praha 1 11000",50.0811448,14.4066798,1,https://www.damejidlo.cz/restaurace-kolkovna-olympia
322,kolkovna-stodulky,90.0,78,69 Kč (zdarma od 1 000 Kč),"Siemensova  2717/4, Praha 13 13000",50.0473053,14.3061492,13,https://www.damejidlo.cz/kolkovna-stodulky
323,korma-india-restaurace,67.0,11,39 Kč (zdarma od 700 Kč),"V Tůních 1, Praha 2 12000",50.075512,14.4274605,2,https://www.damejidlo.cz/korma-india-restaurace
324,kozlovna-tylak,,,,,,,,https://www.damejidlo.cz/kozlovna-tylak
325,kraftwerk-restaurace-bar,-1.0,0,29 Kč (zdarma od 700 Kč),"Uhelný trh 423/2, Praha 1 11000",50.0838357,14.4200168,1,https://www.damejidlo.cz/kraftwerk-restaurace-bar
326,kralovske-cookie,-1.0,0,29 Kč (zdarma od 500 Kč),"Vinohradská 14, Praha 2 12000",50.07835859999999,14.4352491,2,https://www.damejidlo.cz/kralovske-cookie
327,kredenc-restaurant,-1.0,0,29 Kč (zdarma od 700 Kč),"Seifertova 6, Praha 3 13000",50.085019,14.442803,3,https://www.damejidlo.cz/kredenc-restaurant
328,krusovicka-salanda-karlin,-1.0,0,29 Kč (zdarma od 700 Kč),"Thámova 166/18, Praha 8 18600",50.0924092,14.4527722,8,https://www.damejidlo.cz/krusovicka-salanda-karlin
329,kung-fu-chinese-pasta,-1.0,0,29 Kč (zdarma od 700 Kč),"Rumunská 698/17, Praha 2 12000",50.07412619999999,14.4319772,2,https://www.damejidlo.cz/kung-fu-chinese-pasta
330,la-areperia,-1.0,0,29 Kč (zdarma od 700 Kč),"Pštrossova 8, Praha 1 11000",50.078187,14.4163752,1,https://www.damejidlo.cz/la-areperia
331,la-bibiche-praha,100.0,10,49 Kč,"Kozácká 183/6, Praha 10100",50.0709472,14.4455322,10100,https://www.damejidlo.cz/la-bibiche-praha
332,la-bodeguita-del-medio,-1.0,0,29 Kč (zdarma od 1 000 Kč),"Kaprova 5, Praha 1 11000",50.0884598,14.4172514,1,https://www.damejidlo.cz/la-bodeguita-del-medio
333,pizzeria-la-bussola,-1.0,0,,"Jílovská 1148, Praha 4 14000",50.02509509999999,14.4319367,4,https://www.damejidlo.cz/pizzeria-la-bussola
334,la-casata,86.0,43,zdarma,"Na Strži 343/5, Praha 4 14000",50.041017,14.4381801,4,https://www.damejidlo.cz/la-casata
335,la-palma,81.0,202,49 Kč,"Na Hrázi 519/32, Praha 8 18000",50.1057224,14.4764092,8,https://www.damejidlo.cz/la-palma
336,lafa-grill-burger-bar,82.0,28,59 Kč,"Václavská 9, Praha 2 12000",50.0742352,14.4173737,2,https://www.damejidlo.cz/lafa-grill-burger-bar
337,lahudky-zlaty-kriz,-1.0,0,49 Kč (zdarma od 500 Kč),"Jugmannova 34, Praha 1 11000",50.082659,14.4222297,1,https://www.damejidlo.cz/lahudky-zlaty-kriz
338,lal-qila-indian-restaurant,76.0,12,59 Kč,"Italská 786/30, Praha 2 12000",50.0788672,14.4371008,2,https://www.damejidlo.cz/lal-qila-indian-restaurant
339,lan-restaurace,-1.0,0,29 Kč (zdarma od 700 Kč),"Náměstí Míru 1220/3, Praha 2 - Vinohrady 12000",50.0761234,14.4355868,2,https://www.damejidlo.cz/lan-restaurace
340,lemon-leaf,-1.0,0,29 Kč (zdarma od 700 Kč),"Myslíkova 14, Praha 2 12000",50.0774891,14.4166071,2,https://www.damejidlo.cz/lemon-leaf
341,let-s-meat,85.0,31,99 Kč,"Slezská 2130/107, Praha 3 13000",50.0769124,14.4615203,3,https://www.damejidlo.cz/let-s-meat
342,libocky-dvur,86.0,24,49 Kč,"Rybničná 1, Praha 6 16000",50.0891008,14.3303931,6,https://www.damejidlo.cz/libocky-dvur
343,lidovy-dum-kbely,-1.0,0,49 Kč,"Toužimská 244, Praha 9 19000",50.1354374,14.5403859,9,https://www.damejidlo.cz/lidovy-dum-kbely
344,liwu-original-restaurant-nove-butovice,-1.0,0,zdarma,"Radlická 117, Praha 5 15800",50.0476058,14.3537456,5,https://www.damejidlo.cz/liwu-original-restaurant-nove-butovice
345,liwu-original-restaurant-novodvorska,-1.0,0,zdarma,"Novodvorská 1800/136, Praha 4 14200",50.0267644,14.4329116,4,https://www.damejidlo.cz/liwu-original-restaurant-novodvorska
346,lokai,74.0,17,49 Kč až 79 Kč,"Gregorova 298/8, Praha 11 14000",50.0357113,14.4777113,11,https://www.damejidlo.cz/lokai
347,lokal-nad-stromovkou,92.0,20,49 Kč (zdarma od 2 000 Kč),"Nad Královské oborou 232/31, Praha 7 17000",50.10302410000001,14.418354,7,https://www.damejidlo.cz/lokal-nad-stromovkou
348,lokal-u-bile-kuzelky,100.0,5,49 Kč (zdarma od 2 000 Kč),"Míšeňská 12, Praha 1 11000",50.0876578,14.4075332,1,https://www.damejidlo.cz/lokal-u-bile-kuzelky
349,lokal-u-zavadilu,90.0,45,69 Kč (zdarma od 2 000 Kč),"K Verneráku 70/1, Praha 4 14800",50.01430329999999,14.4857093,4,https://www.damejidlo.cz/lokal-u-zavadilu
350,loki-burgers,98.0,82,29 Kč (zdarma od 700 Kč),"Bělehradská 383/122, Praha 12000",50.07604569999999,14.4323727,12000,https://www.damejidlo.cz/loki-burgers
351,loki-burgers2,98.0,29,29 Kč,"Bělehradská 383/122, Praha 12000",50.07604569999999,14.4323727,12000,https://www.damejidlo.cz/loki-burgers2
352,modry-zub-dlouha,78.0,59,49 Kč (zdarma od 2 000 Kč),"Dlouhá 737/21, Praha 1 10000",50.0902043,14.4243394,1,https://www.damejidlo.cz/modry-zub-dlouha
353,lotus-restaurace,81.0,33,,"Libušská 319/126, Praha 4 14200",50.015996,14.454581,4,https://www.damejidlo.cz/lotus-restaurace
354,low-carb-zone-cz,-1.0,0,0 Kč,"Sokolovská 61, Praha 8 18000",50.100298,14.4713001,8,https://www.damejidlo.cz/low-carb-zone-cz
355,lucky-cina,90.0,193,zdarma až 80 Kč (zdarma od 300 Kč),"u křížku 9, Praha 10 11000",50.0626389,14.4475567,10,https://www.damejidlo.cz/lucky-cina
356,luxury-fresh,-1.0,0,29 Kč (zdarma od 700 Kč),"Ondřickova 8, Praha 3 13000",50.0791267,14.4492311,3,https://www.damejidlo.cz/luxury-fresh
357,m-roll,77.0,7,29 Kč (zdarma od 700 Kč),"Dittrichova 8, Praha 2 12000",50.0741356,14.4163514,2,https://www.damejidlo.cz/m-roll
358,mad-runner,93.0,383,0 Kč,"Husitská 86, Praha 3 13000",50.0871267,14.4518568,3,https://www.damejidlo.cz/mad-runner
359,makimaki-cz,90.0,104,69 Kč,"Norská 14, Praha 10 10000",50.0718974,14.4555555,10,https://www.damejidlo.cz/makimaki-cz
360,mala-india,-1.0,0,29 Kč (zdarma od 700 Kč),"Krakovska 1463/3, Praha 11000",50.07754509999999,14.4274798,11000,https://www.damejidlo.cz/mala-india
361,malesicky-mikropivovar,89.0,38,29 Kč (zdarma od 700 Kč),"Malešická 126/50, Praha 10 10000",50.0846464,14.5076428,10,https://www.damejidlo.cz/malesicky-mikropivovar
362,mam-rad-syr,-1.0,0,29 Kč (zdarma od 500 Kč),"Dlouhá 727, Praha 1 11000",50.0907986,14.4269069,1,https://www.damejidlo.cz/mam-rad-syr
363,mamma-mia-pizza,80.0,18,59 Kč,"Křižíkova 76/61, Praha 18600",50.0923946,14.4498062,18600,https://www.damejidlo.cz/mamma-mia-pizza
364,mamma-mia-nocni,90.0,12,59 Kč,"Křižikova 76/61, Praha 8 18600",50.0923946,14.4498062,8,https://www.damejidlo.cz/mamma-mia-nocni
365,marthy-s-kitchen,81.0,33,29 Kč (zdarma od 700 Kč),"Francouzská 13, Praha 2 12000",50.0741017,14.4397225,2,https://www.damejidlo.cz/marthy-s-kitchen
366,masala-manesova2,82.0,123,0 Kč,"Jana Masaryka 326/36, Praha 2 12000",50.0718693,14.4393938,2,https://www.damejidlo.cz/masala-manesova2
367,masala-letna,92.0,149,zdarma,"Keramická 3, Praha 7 17000",50.1010052,14.421829,7,https://www.damejidlo.cz/masala-letna
368,maso-a-kobliha,93.0,24,29 Kč (zdarma od 700 Kč),"Petrská 23, Praha 1 11000",50.091802,14.4357559,1,https://www.damejidlo.cz/maso-a-kobliha
369,mcdonalds-pruhonice,-1.0,0,,"Lhotecká, Praha 4 14300",50.0165763,14.4299709,4,https://www.damejidlo.cz/mcdonalds-pruhonice
370,mcdonalds-praha14,88.0,7,99 Kč,"Chlumecká 764/2, Praha 9 19800",50.1096637,14.5832042,9,https://www.damejidlo.cz/mcdonalds-praha14
371,mcdonalds-p6,60.0,6,99 Kč,"Evropská 634/204, Praha 6 16000",50.093073,14.3229431,6,https://www.damejidlo.cz/mcdonalds-p6
372,mcdonalds-praha18,73.0,6,99 Kč,"Veselská 663, Praha 18 19900",50.1369822,14.5010413,18,https://www.damejidlo.cz/mcdonalds-praha18
373,mcdonalds-andel,73.0,6,99 Kč,"Plzeňská 4, Praha 5 15000",50.0719042,14.4026593,5,https://www.damejidlo.cz/mcdonalds-andel
374,mcdonalds-holesovice,-1.0,0,99 Kč,"Milady Horákové 98, Praha 7 17000",50.0998287,14.4159235,7,https://www.damejidlo.cz/mcdonalds-holesovice
375,mcdonalds-hostivar,-1.0,0,99 Kč,"Švehlova 32, Praha 10 10200",50.0532812,14.5171881,10,https://www.damejidlo.cz/mcdonalds-hostivar
376,mcdonalds-pankrac,-1.0,0,99 Kč,"Na Pankráci 86, Praha 4 14000",50.0511586,14.4391031,4,https://www.damejidlo.cz/mcdonalds-pankrac
377,mcdonalds-vrsovice,-1.0,0,99 Kč,"U Slavie 1540/2a, Praha 10 10000",50.0677658,14.4707257,10,https://www.damejidlo.cz/mcdonalds-vrsovice
378,mcdonalds-florenc,78.0,11,99 Kč,"Křížíkova 302, Praha 8 18000",50.0900104,14.4405641,8,https://www.damejidlo.cz/mcdonalds-florenc
379,merlin-irish-pub,86.0,18,29 Kč (zdarma od 700 Kč),"Bělehradská 68a, Praha 2 12000",50.0708664,14.4333493,2,https://www.damejidlo.cz/merlin-irish-pub
380,mesy-restaurant,-1.0,0,29 Kč (zdarma od 2 000 Kč),"Bělehradská 12/98, Praha 2 12000",50.073836,14.4331885,2,https://www.damejidlo.cz/mesy-restaurant
381,mexicali-mercado,88.0,10,29 Kč (zdarma od 1 000 Kč),"Kovářská 939/4, Praha 9 19000",50.10604499999999,14.4917445,9,https://www.damejidlo.cz/mexicali-mercado
382,mexicka-restaurace-calvera,-1.0,0,49 Kč,"Na Ořechovce 250/30, Praha 6 16000",50.095236,14.3820156,6,https://www.damejidlo.cz/mexicka-restaurace-calvera
383,fosil-bistro,85.0,24,49 Kč (zdarma od 700 Kč),"Na Zlichově 256/17, Praha 5 15000",50.0469498,14.4079884,5,https://www.damejidlo.cz/fosil-bistro
384,mibis-restaurant,68.0,5,29 Kč (zdarma od 700 Kč),"Štěpánská 9, Praha 2 12000",50.0766029,14.424218,2,https://www.damejidlo.cz/mibis-restaurant
385,michelska-pivnice,81.0,34,29 Kč (zdarma od 500 Kč),"Nuselská 320/104, Praha 4 14000",50.05653,14.4508315,4,https://www.damejidlo.cz/michelska-pivnice
386,miyabi,-1.0,0,29 Kč (zdarma od 1 000 Kč),"Navrátilova 10, Praha 1 11000",50.0786023,14.4233292,1,https://www.damejidlo.cz/miyabi
387,mnam,91.0,93,39 Kč (zdarma od 500 Kč),"Slavíková 13, Praha 2 12000",50.0796612,14.4473445,2,https://www.damejidlo.cz/mnam
388,mnam-jungmannova,84.0,18,29 Kč,"Jungmannova 16, Praha 1 11000",50.0805093,14.4224216,1,https://www.damejidlo.cz/mnam-jungmannova
389,pizza-modena,88.0,319,zdarma,"Javorová 963/2, Praha 8 18000",50.1352941,14.4780153,8,https://www.damejidlo.cz/pizza-modena
390,modry-zub,83.0,88,49 Kč (zdarma od 2 000 Kč),"Spálená 29, Praha 1 11000",50.0804199,14.4195213,1,https://www.damejidlo.cz/modry-zub
391,restaurace-u-ztracenejch,,,,,,,,https://www.damejidlo.cz/restaurace-u-ztracenejch
392,restaurace-modranska-archa-praha,86.0,29,,"Sofijské náměstí 3405/2, Praha 12 14300",50.0059941,14.4172002,12,https://www.damejidlo.cz/restaurace-modranska-archa-praha
393,modranske-labe,-1.0,0,,"Mráčkova 5, Praha 4 14300",50.0132248,14.4219525,4,https://www.damejidlo.cz/modranske-labe
394,mont-fort,-1.0,0,,"Pertoldova 3345/8, Praha 4 14300",50.00034369999999,14.4273818,4,https://www.damejidlo.cz/mont-fort
395,motoburger,89.0,26,29 Kč (zdarma od 500 Kč),"Komunardů 1001/30, Praha 7 17000",50.1037494,14.4502379,7,https://www.damejidlo.cz/motoburger
396,mr-banh-mi,86.0,20,29 Kč,"Rumunská 23/30, Praha 2 12000",50.0742017,14.4345664,2,https://www.damejidlo.cz/mr-banh-mi
397,mr-banh-mi-seifertova,,,,,,,,https://www.damejidlo.cz/mr-banh-mi-seifertova
398,mr-banh-mi-smichov,89.0,106,29 Kč (zdarma od 700 Kč),"Štefánikova 44, Praha 5 15000",50.0771974,14.4044401,5,https://www.damejidlo.cz/mr-banh-mi-smichov
399,mr-donut-oc-arkady,-1.0,0,29 Kč (zdarma od 700 Kč),"Na Pankráci 1727/86, Praha 4 14000",50.0511586,14.4391031,4,https://www.damejidlo.cz/mr-donut-oc-arkady
400,mr-donut-oc-chodov,-1.0,0,49 Kč,"Roztylská 2321/19, Praha 11 14800",50.0320692,14.4909962,11,https://www.damejidlo.cz/mr-donut-oc-chodov
401,mr-kebab-pizza,80.0,8,49 Kč,"Šolínova 1, Praha 6 16000",50.10067009999999,14.3919474,6,https://www.damejidlo.cz/mr-kebab-pizza
402,mr-bao,87.0,73,29 Kč (zdarma od 700 Kč),"Bozděchova 2246/3, Praha 5 15000",50.070255,14.4045564,5,https://www.damejidlo.cz/mr-bao
403,muc-dong-vietnamese-restaurant,-1.0,0,29 Kč (zdarma od 700 Kč),"Krizovnicka 97/8, Praha 11000",50.08771249999999,14.4154211,11000,https://www.damejidlo.cz/muc-dong-vietnamese-restaurant
404,muffin-express,-1.0,0,29 Kč (zdarma od 700 Kč),"Husitská 32, Praha 13000",50.0870109,14.4439229,13000,https://www.damejidlo.cz/muffin-express
405,mya-restaurant-cafe,55.0,9,29 Kč (zdarma od 700 Kč),"Lihovarská 1096/6, Praha 19000",50.1042518,14.4870777,19000,https://www.damejidlo.cz/mya-restaurant-cafe
406,na-kacabce-putyka,-1.0,0,29 Kč (zdarma od 1 000 Kč),"Chalupnická 12, Praha 10 - Hostivař 10200",50.0479263,14.5244576,10,https://www.damejidlo.cz/na-kacabce-putyka
407,na-kavalirce,-1.0,0,49 Kč (zdarma od 700 Kč),"Plzeňská 173, Praha 15000",50.06981829999999,14.3722906,15000,https://www.damejidlo.cz/na-kavalirce
408,na-krasne-vyhlidce,100.0,10,49 Kč (zdarma od 700 Kč),"Na Dlážděnce 35, Praha 8 18000",50.1196959,14.4426115,8,https://www.damejidlo.cz/na-krasne-vyhlidce
409,namaste-india,82.0,7,29 Kč (zdarma od 700 Kč),"Ronkova 12, Praha 8 18000",50.1057648,14.4770028,8,https://www.damejidlo.cz/namaste-india
410,nase-domaci,-1.0,0,zdarma,"Radlická 591/115, Praha 5 15800",50.047235,14.357309,5,https://www.damejidlo.cz/nase-domaci
411,nase-domaci-karlin,-1.0,0,0 Kč,"Sokolovská 61, Praha 8 18000",50.100298,14.4713001,8,https://www.damejidlo.cz/nase-domaci-karlin
412,nase-hospoda-na-ruzku,-1.0,0,29 Kč,"Nádražní 24, Praha 5 15000",50.06044439999999,14.4094407,5,https://www.damejidlo.cz/nase-hospoda-na-ruzku
413,nase-hospoda-u-baumanu,77.0,16,29 Kč (zdarma od 700 Kč),"Bělehradská 61, Praha 2 12000",50.0722995,14.4333117,2,https://www.damejidlo.cz/nase-hospoda-u-baumanu
414,nase-kuchyne,-1.0,0,0 Kč,"U Trati 40b, Praha 10 10000",50.0660771,14.4910565,10,https://www.damejidlo.cz/nase-kuchyne
415,neb-o,76.0,5,29 Kč,"Perlová 10, Praha 1 11000",50.0835597,14.4210143,1,https://www.damejidlo.cz/neb-o
416,neb-oii,-1.0,0,zdarma až 85 Kč,"Jankovcova 18, Praha 7 17000",50.1105294,14.4507429,7,https://www.damejidlo.cz/neb-oii
417,nejen-z-cukru,-1.0,0,49 Kč (zdarma od 700 Kč),"Vinohradská 55, Praha 2 12000",50.0773479,14.4413109,2,https://www.damejidlo.cz/nejen-z-cukru
418,nevinny-bar-gecko,-1.0,0,59 Kč,"Mikulandská 123/2, Praha 1 11000",50.080954,14.4184306,1,https://www.damejidlo.cz/nevinny-bar-gecko
419,nevinny-gecko,68.0,5,29 Kč,"Mikulandská 123/2, Praha 1 11000",50.080954,14.4184306,1,https://www.damejidlo.cz/nevinny-gecko
420,nicolas-bar,-1.0,0,29 Kč (zdarma od 700 Kč),"Tržiště 10, Praha 11800",50.0872641,14.4029906,11800,https://www.damejidlo.cz/nicolas-bar
421,nominanza,95.0,229,zdarma až 69 Kč,"Táboritská 23, Praha 3 13000",50.0828549,14.4574279,3,https://www.damejidlo.cz/nominanza
422,noodle-bay,85.0,41,29 Kč (zdarma od 700 Kč),"Roháčova 1030/75, Praha 3 13000",50.0884738,14.461413,3,https://www.damejidlo.cz/noodle-bay
423,noodle-pankrac,86.0,37,30 Kč (zdarma od 300 Kč),"Na Strži 65, Praha 4 14000",50.0502818,14.4392063,4,https://www.damejidlo.cz/noodle-pankrac
424,noodle-time,86.0,208,20 Kč až 30 Kč,"Veletržní 46, Praha 7 17000",50.100927,14.4252442,7,https://www.damejidlo.cz/noodle-time
425,nos-macarons,-1.0,0,49 Kč (zdarma od 700 Kč),"Plzeňská 60, Praha 5 15000",50.0721825,14.3914454,5,https://www.damejidlo.cz/nos-macarons
426,nutric-the-real-food-company,90.0,33,29 Kč (zdarma od 500 Kč),"Vacínova 9, Praha 8 18000",50.1038638,14.4773649,8,https://www.damejidlo.cz/nutric-the-real-food-company
427,o-sole-mio,73.0,6,29 Kč (zdarma od 700 Kč),"Budějovická 3a, Praha 4 14000",50.0486665,14.4436236,4,https://www.damejidlo.cz/o-sole-mio
428,ocean-restaurant,53.0,6,29 Kč,"Sokolovská 240/33, Praha 8 18000",50.0922992,14.4427442,8,https://www.damejidlo.cz/ocean-restaurant
429,oh-deer-bakery,,,,,,,,https://www.damejidlo.cz/oh-deer-bakery
430,oh-mexico,-1.0,0,29 Kč (zdarma od 700 Kč),"nám. Republiky 1079/1a, Praha 1 11000",50.0890049,14.4291743,1,https://www.damejidlo.cz/oh-mexico
431,ohhlala,65.0,7,49 Kč,"Poděbradská 777, Praha 9 19000",50.1028577,14.5112396,9,https://www.damejidlo.cz/ohhlala
432,ordr,,,,,,,,https://www.damejidlo.cz/ordr
433,original-curry-tandoor,81.0,49,80 Kč,"Sokolovská 46, Praha 8 18000",50.100298,14.4713001,8,https://www.damejidlo.cz/original-curry-tandoor
434,ovocne-kytice-frujt,-1.0,0,99 Kč,"VACÍNOVA 874/6, Praha 8 18000",50.10421849999999,14.4773741,8,https://www.damejidlo.cz/ovocne-kytice-frujt
435,palatino-haje,82.0,135,zdarma až 49 Kč,"Kosmická 537, Praha 4 14000",50.0325186,14.5303503,4,https://www.damejidlo.cz/palatino-haje
436,palatino-pankrac,89.0,136,zdarma,"Lomnického 1705, Praha 4 14000",50.0571044,14.4331122,4,https://www.damejidlo.cz/palatino-pankrac
437,palatino-stodulky,85.0,103,zdarma,"Běhounkova 2579, Praha 5 15000",50.05337549999999,14.338619,5,https://www.damejidlo.cz/palatino-stodulky
438,papa-cipolla-dejvice,91.0,80,zdarma,"V.P.Čkalova 24, Praha 6 16000",50.1009829,14.401383,6,https://www.damejidlo.cz/papa-cipolla-dejvice
439,papa-cipolla-kamyk,93.0,173,zdarma až 30 Kč,"Vosátkova 285/1, Praha 4 14000",50.015001,14.4372262,4,https://www.damejidlo.cz/papa-cipolla-kamyk
440,pizza-papa-cipolla-karlin,77.0,105,0 Kč,"Sokolovská 75/103, Praha 8 18000",50.0947836,14.4536654,8,https://www.damejidlo.cz/pizza-papa-cipolla-karlin
441,papa-cipolla-letnany,91.0,33,zdarma,"Beranových 39, Praha 9 19900",50.137034,14.5163802,9,https://www.damejidlo.cz/papa-cipolla-letnany
442,papa-cipolla-nusle,79.0,46,zdarma,"Jaromírova  37, Praha 2 12000",50.0652377,14.4291607,2,https://www.damejidlo.cz/papa-cipolla-nusle
443,parky-s,92.0,16,59 Kč (zdarma od 1 000 Kč),"Vodičkova 17, Praha 11000",50.0801181,14.4234582,11000,https://www.damejidlo.cz/parky-s
444,party-led,-1.0,0,29 Kč (zdarma od 700 Kč),"Pernerova 653/16A, Praha 18600",50.090121,14.4507706,18600,https://www.damejidlo.cz/party-led
445,party-24,96.0,24,150 Kč,"Na záhonech 1482/65, Praha 4 14000",50.05029709999999,14.4672015,4,https://www.damejidlo.cz/party-24
446,pasta-wine,100.0,90,49 Kč až 69 Kč,"Modřanská 409/68d, Praha 4 14000",50.0153464,14.4022952,4,https://www.damejidlo.cz/pasta-wine
447,pasta-bibita,-1.0,0,29 Kč (zdarma od 700 Kč),"V Jámě 8, Praha 1 11000",50.0799899,14.4248414,1,https://www.damejidlo.cz/pasta-bibita
448,pelmenarna,91.0,18,29 Kč (zdarma od 700 Kč),"Štěpánská 538/11, Praha 2 12000",50.0766745,14.4242484,2,https://www.damejidlo.cz/pelmenarna
449,per-te,,,,,,,,https://www.damejidlo.cz/per-te
450,persona,79.0,368,60 Kč (zdarma od 1 500 Kč),"Jeseniova 56e, Praha 3 13000",50.0875025,14.4647348,3,https://www.damejidlo.cz/persona
451,restaurace-petistovka,90.0,130,zdarma až 50 Kč,"Na Valech 16, Praha 6 16000",50.0964979,14.4057939,6,https://www.damejidlo.cz/restaurace-petistovka
452,pho-hadola,97.0,19,29 Kč (zdarma od 700 Kč),"Kodaňská 521/57, Praha 10, Vršovice 10100",50.0708965,14.4594737,10,https://www.damejidlo.cz/pho-hadola
453,pho-lam-ha,80.0,6,29 Kč (zdarma od 700 Kč),"Orebitská 3, Praha 3 13000",50.0864134,14.4463297,3,https://www.damejidlo.cz/pho-lam-ha
454,pho-phong,97.0,13,49 Kč,"Makovského 1390/38, Praha 6 16000",50.0658424,14.2989786,6,https://www.damejidlo.cz/pho-phong
455,pho-viet-huong,-1.0,0,39 Kč (zdarma od 700 Kč),"Zenklova 80, Praha 8 18000",50.1100893,14.4725166,8,https://www.damejidlo.cz/pho-viet-huong
456,picerka-cz,86.0,54,zdarma,"Chemická 955, Praha 4 14800",50.02014670000001,14.4952717,4,https://www.damejidlo.cz/picerka-cz
457,pink-floyd-cafe-praha,-1.0,0,29 Kč (zdarma od 500 Kč),"Americká 14, Praha 2 12000",50.07211220000001,14.4387227,2,https://www.damejidlo.cz/pink-floyd-cafe-praha
458,pivovar-kolcavka,83.0,41,29 Kč (zdarma od 600 Kč),"Nad Kolčavkou 907/8, Praha 9 19000",50.1082909,14.4824634,9,https://www.damejidlo.cz/pivovar-kolcavka
459,pivovar-kolcavka-michle,,,,,,,,https://www.damejidlo.cz/pivovar-kolcavka-michle
460,pizza-caffe-u-veverky,96.0,235,zdarma až 500 Kč,"Olštýnská 1/607, Praha 8 18000",50.1276677,14.4198897,8,https://www.damejidlo.cz/pizza-caffe-u-veverky
461,pizza4you,88.0,538,zdarma,"Hostivařská 224/28, Praha 15 15000",50.0521687,14.5291525,15,https://www.damejidlo.cz/pizza4you
462,pizza-8,89.0,35,30 Kč až 40 Kč,"Zelenohorská 20, Praha 8 18100",50.130453,14.4126641,8,https://www.damejidlo.cz/pizza-8
463,pizza-bene,91.0,99,zdarma,"náměstí na Lužinách, Praha 13 15500",50.0509482,14.3227801,13,https://www.damejidlo.cz/pizza-bene
464,pizza-benediktus,94.0,368,50 Kč,"Kubelíková 32, Praha 3 13000",50.0821496,14.4507559,3,https://www.damejidlo.cz/pizza-benediktus
465,pizza-borsalino,79.0,103,39 Kč (zdarma od 600 Kč),"Ostrovní 34, Praha 1 11000",50.0811404,14.4196683,1,https://www.damejidlo.cz/pizza-borsalino
466,pizza-bravoii,84.0,47,59 Kč,"Koněvova 80, Praha 3 13000",50.0890754,14.4629347,3,https://www.damejidlo.cz/pizza-bravoii
467,pizza-bravo-nocni-rozvoz,71.0,7,59 Kč,"Koněvova 80, Praha 3 13000",50.0890754,14.4629347,3,https://www.damejidlo.cz/pizza-bravo-nocni-rozvoz
468,pizza-bueno,84.0,20,zdarma,"V Olšinách 118, Praha 10000",50.0726483,14.499,10000,https://www.damejidlo.cz/pizza-bueno
469,pizza-capo-praha,92.0,39,zdarma,"Českobrodská 49, Praha - Běchovice 19011",50.0811435,14.613112,,https://www.damejidlo.cz/pizza-capo-praha
470,casa-la-hiba,90.0,8,29 Kč (zdarma od 700 Kč),"Koněvova 69, Praha 3 13000",50.0892002,14.4618837,3,https://www.damejidlo.cz/casa-la-hiba
471,pizza-coloseum-budejovicka-ii,60.0,21,49 Kč (zdarma od 2 000 Kč),"Budějovická 1667/64, Praha 4 14000",50.0437773,14.4491012,4,https://www.damejidlo.cz/pizza-coloseum-budejovicka-ii
472,pizza-coloseum-chodov-ii,93.0,6,49 Kč,"Hráského 23, Praha 11 14800",50.0281009,14.4906211,11,https://www.damejidlo.cz/pizza-coloseum-chodov-ii
473,pizza-coloseum-legerova-ii,70.0,26,49 Kč (zdarma od 2 000 Kč),"Legerova 802/64, Praha 2 12000",50.0752599,14.4303826,2,https://www.damejidlo.cz/pizza-coloseum-legerova-ii
474,pizza-coloseum-na-porici,60.0,9,59 Kč,"Na Poříčí 1042/16, Praha 1 11000",50.0893113,14.4317744,1,https://www.damejidlo.cz/pizza-coloseum-na-porici
475,pizza-coloseum-vysocany,-1.0,0,29 Kč (zdarma od 700 Kč),"Sokolovská 979/209, Praha 19000",50.1100296,14.4976043,19000,https://www.damejidlo.cz/pizza-coloseum-vysocany
476,pizza-coloseum-andel,75.0,28,49 Kč (zdarma od 2 000 Kč),"Nádražní 25, Praha 5 15000",50.0707178,14.4049268,5,https://www.damejidlo.cz/pizza-coloseum-andel
477,pizza-company-kobylisy,-1.0,0,29 Kč (zdarma od 700 Kč),"Kobyliské náměstí, Praha 8 18000",50.1230741,14.4519037,8,https://www.damejidlo.cz/pizza-company-kobylisy
478,pizza-company-fakultni-nemocnice-kralovska-vinohrady,-1.0,0,29 Kč (zdarma od 700 Kč),"šrobárova 50, praha 10 11000",50.07624449999999,14.4754138,,https://www.damejidlo.cz/pizza-company-fakultni-nemocnice-kralovska-vinohrady
479,pizza-company-ladvi,-1.0,0,29 Kč (zdarma od 700 Kč),"Střelničná 1660, Praha 8 18200",50.1264217,14.468724,8,https://www.damejidlo.cz/pizza-company-ladvi
480,pizza-company-opatov,-1.0,0,29 Kč (zdarma od 700 Kč),"Chilská, Praha 14900",50.0258335,14.5083429,14900,https://www.damejidlo.cz/pizza-company-opatov
481,pizza-company-petriny,-1.0,0,29 Kč (zdarma od 700 Kč),"Brunclíkova 1875/17, Praha 6 162 00",50.0861177,14.3449626,6,https://www.damejidlo.cz/pizza-company-petriny
482,pizza-company-radlicka,-1.0,0,29 Kč (zdarma od 700 Kč),"Radlická 5/154, Praha 5 15000",50.0579906,14.3889639,5,https://www.damejidlo.cz/pizza-company-radlicka
483,pizza-di-niko,100.0,8,zdarma,"Průběžná 18, Praha 10 11000",50.06990039999999,14.4892668,10,https://www.damejidlo.cz/pizza-di-niko
